Codi_Sector_Activitat,Nom_Sector_Activitat,Codi_Grup_Activitat,Nom_Grup_Activitat,Codi_Activitat_2022,Nom_Activitat,Nom_Local,Latitud,Longitud,Direccio_Unica,Nom_Via
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,AIR FIRE WORLDWIDE,41.372287946,2.170780152,"218606, 38-38, LOC 10",PG MONTJUÏC
2,Serveis,16,Altres,1600900,Veterinaris / Mascotes,CANOCAN,41.373435239,2.166027278,"294207, 27-27, LOC 20",SALVÀ
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,POBLESEC VINYL RECORDS CULTURE,41.37347952,2.166048735,"294207, 27-27, LOC 10",SALVÀ
2,Serveis,10,Equipaments culturals i recreatius,1111111,Equipaments culturals i recreatius,ATENEU D'OFICIS,41.373101117,2.167210132,"158606, 7-7, LOC 20",HORTES
1,Comerç al detall,6,Automoció,6000000,Vehicles,LOBOMOTOS,41.374611697,2.157308757,"353306, 2B-2B, LOC 10",VALLHONRAT
2,Serveis,10,Equipaments culturals i recreatius,1111111,Equipaments culturals i recreatius,COCO Y PINCEL,41.37141136,2.15975225,"118805, 60-60, LOC 10",PG EXPOSICIÓ
3,Altres,17,Altres,1700700,Arts gràfiques,EL MON DE LA COPIA,41.374147758,2.1588175,"226309, 11-11, LOC 20",PL LAS NAVAS
1,Comerç al detall,3,Parament de la llar,3001000,Floristeries,SN,41.373125271,2.159805894,"086301, 36-36, LOC 40",CONCÒRDIA
3,Altres,17,Altres,1700500,Activitats industrials,SN,41.373970636,2.15681389,"268309, 1-1, LOC 30",PTGE PRUNERA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,HAVELI RESTAURANT,41.373234968,2.169995606,"052900, 32-32, LOC 10",CABANES
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BAR CERVECERIA MANISES,41.372074588,2.157450914,"133605, 23-25, LOC 20",FRANÇA XICA
3,Altres,17,Altres,1700700,Arts gràfiques,OFIJET,41.373058849,2.158695459,"230703, 16-18, LOC 30",MARE DE DÉU DEL REMEI
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,APMRQ ARQUITECTURA,41.372989408,2.162548453,"043207, 42B-42B, LOC 10",BLASCO DE GARAY
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,NUSRAT SUPERMERCAT,41.371779709,2.155934125,"178400, 47-47, LOC 20",LLEIDA
1,Comerç al detall,3,Parament de la llar,3002000,Material equipament llar,SUCOBA SL MATERIALS CONSTRUCCIO,41.37406121,2.159827352,"108007, 71-71, LOC 10",ELKANO
1,Comerç al detall,4,Equipament personal,4003000,Vestir,MOMU,41.372812282,2.163188159,"195500, 44-44, LOC 10",MARGARIT
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,RESTAURANT ESCAIRON,41.374212166,2.167595029,"130006, 5-5, LOC 10",FONTRODONA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,LA TASQUETA DE BLAI,41.373277236,2.165387571,"043400, 15-15, LOC 10",BLAI
2,Serveis,16,Altres,1600102,Activitats emmagatzematge,SN,41.371040997,2.165830135,"086902, 188-188, LOC 10",NOU DE LA RAMBLA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,LA BRASA ROJA,41.374439607,2.165889144,"261004, 11-11, LOC 10",POETA CABANYES
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,PIZZA BAR DON ADRIANO,41.373086021,2.155212611,"178400, 21-21, LOC 20",LLEIDA
3,Altres,17,Altres,1700200,Associacions,"AICEC ADICAE ASSOCIACIO USUARIS BANCS, CAIXES I ASSEGURANCES DE CATALUNYA",41.374276574,2.161961049,"094707, 13-13, LOC 10",CREU DELS MOLERS
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,SEC BRUNCH,41.373132316,2.155189812,"178400, 21-21, LOC 10",LLEIDA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BAR TORRE DE CONTROL,41.373893144,2.164686173,"330504, 21-21, LOC 10",TAPIOLES
1,Comerç al detall,1,Quotidià alimentari,1003000,Fruites i verdures,LIMA FRUITES I VERDURES,41.373826723,2.164641917,"330504, 21-21, LOC 20",TAPIOLES
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,BAR RESTAURANT J&R,41.374516091,2.174119502,"198804, 21-23, LOC 20",AV PARAL·LEL
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BAR TIO PACO,41.373280255,2.169233859,"257700, 38-38, LOC 30",PIQUER
2,Serveis,16,Altres,1611000,Arranjaments,SASTRERIA,41.373920317,2.156787068,"353306, 22-26, LOC 20",VALLHONRAT
1,Comerç al detall,1,Quotidià alimentari,1003000,Fruites i verdures,SUPER VERDURES I FRUITES,41.373834774,2.156720012,"353306, 22-26, LOC 10",VALLHONRAT
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,PUMALU2 EVENTOS,41.373419137,2.169240564,"175809, 9-11, LOC 10",LAFONT
3,Altres,17,Altres,1700400,Equipaments religiosos,COMUNITAT PARROQUIAL SANT PERE CLAVER,41.372863608,2.172304988,"241404, 21-27, LOC 10",PALAUDÀRIES
3,Altres,17,Altres,1700600,Activitats de la construcció,PUNT DE REPARACIÓ DE CONSTRUCCIÓ,41.372205421,2.167025059,"086902, 156-156, LOC 10",NOU DE LA RAMBLA
2,Serveis,16,Altres,1600102,Activitats emmagatzematge,ARCS,41.372046408,2.156175524,"133605, 41-43, LOC 10",FRANÇA XICA
2,Serveis,16,Altres,1600101,Activitats de transport ,CORREOS,41.37246608,2.175182998,"700025, 33-33, LOC 10",PG JOSEP CARNER
2,Serveis,16,Altres,1600000,Pàrquings i garatges,PARKING VILA I VILÀ 61,41.373784455,2.169856131,"361009, 59-61, LOC 20",VILA I VILÀ
1,Comerç al detall,2,Quotidià no alimentari,2001000,Drogueria i perfumeria,CLAREL,41.374198077,2.155970335,"129459, 13-15, LOC 10",FONT HONRADA
1,Comerç al detall,2,Quotidià no alimentari,2002000,Farmàcies PARAFARMÀCIA,FARMACIA C. MORALES FEBRER,41.373845844,2.164485008,"330504, 16-16, LOC 10",TAPIOLES
1,Comerç al detall,7,Altres,7004020,Basars,ESPACIO,41.373723066,2.157771438,"234500, 34-34, LOC 50",OLIVERA
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,HAMZA,41.373726085,2.157878727,"234500, 34-34, LOC 60",OLIVERA
1,Comerç al detall,7,Altres,7003020,Fotografia,SUPER FOTO,41.374674092,2.166854739,"361009, 103-103, LOC 20",VILA I VILÀ
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,CAFETERIA LEO I,41.373772378,2.158157676,"281806, 15-15, LOC 20",RICART
2,Serveis,16,Altres,1611100,Serveis Socials,SOLUCIONS,41.374399352,2.15579465,"129459, 2-4, LOC 20",FONT HONRADA
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,SN,41.371513009,2.166063488,"189202, 3-3, LOC 10",MAGALHAES
3,Altres,17,Altres,1700200,Associacions,ASSOCIACIO EL RINCON DE F CLUB PRIVADO,41.372124908,2.166298181,"130006, 68-68, LOC 10",FONTRODONA
1,Comerç al detall,2,Quotidià no alimentari,2002000,Farmàcies PARAFARMÀCIA,FARMACIA GINER-ALTABELLA,41.372598925,2.164711654,"108007, 13-13, LOC 20",ELKANO
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,LA CANTONADA,41.372758943,2.173191458,"361009, 17-17, LOC 20",VILA I VILÀ
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,LA RAPOSA,41.372523445,2.163947225,"330504, 47-47, LOC 10",TAPIOLES
1,Comerç al detall,2,Quotidià no alimentari,2002000,Farmàcies PARAFARMÀCIA,ORTOPEDIA TÉCNICA,41.372828384,2.167671472,"086902, 144-144, LOC 10",NOU DE LA RAMBLA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BAR RESTAURANTE PARADAS,41.372710635,2.173353732,"361009, 17-17, LOC 10",VILA I VILÀ
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400003,Serveis de menjar take away MENJAR RÀPID,TACOS,41.374437594,2.165004015,"330504, 9-9, LOC 170",TAPIOLES
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BOTA BAR,41.373670734,2.164369673,"043400, 29-29, LOC 30",BLAI
2,Serveis,16,Altres,1611100,Serveis Socials,FUNDACIÓ LA CAIXA,41.374789824,2.164121568,"198804, 95-95, LOC 60",AV PARAL·LEL
1,Comerç al detall,6,Automoció,6000000,Vehicles,M. F. FLOMART RECANVIS,41.372408715,2.171490937,"218606, 30-30, LOC 10",PG MONTJUÏC
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,XEMEI COCINA VENEXIANA,41.371395258,2.160731256,"118805, 85-85, LOC 10",PG EXPOSICIÓ
3,Altres,17,Altres,1700500,Activitats industrials,LNZARTE LAB,41.372439913,2.155572027,"178400, 33-33, LOC 20",LLEIDA
2,Serveis,10,Equipaments culturals i recreatius,1111111,Equipaments culturals i recreatius,STUDIO/GALLERY,41.373116213,2.160819769,"273400, 41-41, LOC 20",RADAS
1,Comerç al detall,1,Quotidià alimentari,1002000,Carn i Porc,HABIB HALAL,41.374520116,2.162490785,"043400, 64-64, LOC 10",BLAI
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400003,Serveis de menjar take away MENJAR RÀPID,TGB THE GOOD BURGER,41.374785798,2.163894922,"198804, 97-97, LOC 30",AV PARAL·LEL
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,EL RINCON DEL CAVA,41.372775045,2.162623554,"043207, 53-53, LOC 10",BLASCO DE GARAY
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,CAFE CHAPLIN,41.374260472,2.173961252,"270800, 7-9, LOC 10",PUIG I XORIGUER
1,Comerç al detall,2,Quotidià no alimentari,2003000,"Herbolaris, dietètica i NUTRICIÓ",NUTRI BRAIN,41.372786115,2.148587555,"207304, 17-19, LOC 120",MÈXIC
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,SHER E PUNJAB,41.372826371,2.148532569,"207304, 13-15, LOC 110",MÈXIC
2,Serveis,16,Altres,1600101,Activitats de transport ,GLS,41.372829391,2.168751061,"175809, 24-24, LOC 10",LAFONT
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,SHISHA LOUNGE RESTAURANT ELEGANCE,41.373583178,2.157009691,"234500, 35-35, LOC 10",OLIVERA
1,Comerç al detall,4,Equipament personal,4003000,Vestir,CAFTAN KAWTHAR,41.373467444,2.170123011,"052900, 26-26, LOC 20",CABANES
2,Serveis,16,Altres,1600101,Activitats de transport ,SUN&SEGWAY BARCELONA,41.373423163,2.170096189,"052900, 26-26, LOC 10",CABANES
1,Comerç al detall,2,Quotidià no alimentari,2000000,Combustibles i carburants,CEPSA,41.374741518,2.154413313,"178400, 1-1, LOC 10",LLEIDA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,EL CAMAROTE DE TOMAS RESTAURANTE,41.374500995,2.154452205,"178400, 3-3, LOC 20",LLEIDA
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,PROMPT COLLECTIVE,41.373197731,2.148041725,"207304, 7-7, LOC 40",MÈXIC
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,TRES TINTAS,41.373258115,2.147965282,"207304, 5-5, LOC 30",MÈXIC
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,AGSA ADUANAS GINJAUME S.A,41.373911259,2.17377618,"270800, 15-17, LOC 10",PUIG I XORIGUER
1,Comerç al detall,4,Equipament personal,4002000,Merceria,ANEEL ESCUDO Y BORDADO,41.372381542,2.165961564,"288408, 60-60, LOC 10",ROSER
3,Altres,17,Altres,1700600,Activitats de la construcció,REFORMES EN GENERAL URGENCIES,41.373332587,2.163375914,"195500, 32-32, LOC 10",MARGARIT
2,Serveis,16,Altres,1600600,Perruqueries,NEW STYLE BARBER SHOP,41.373896163,2.163051367,"043207, 19-19, LOC 10",BLASCO DE GARAY
1,Comerç al detall,7,Altres,7004020,Basars,BASAR ORIENTAL,41.373586197,2.161711603,"094707, 29-29, LOC 10",CREU DELS MOLERS
3,Altres,17,Altres,1700310,Gimnàs /fitnes,DKSR GYM,41.373986738,2.166398764,"294207, 17-17, LOC 10",SALVÀ
2,Serveis,12,"Manteniment, neteja i producció",1200000,"Manteniment, neteja i similars",ESPAINET S.L. NETEJA I MANTENIMENT,41.373584184,2.167691588,"257700, 55-55, LOC 10",PIQUER
1,Comerç al detall,3,Parament de la llar,3004000,Parament ferreteria,OLAVARRIA,41.372133965,2.160632014,"017105, 26-26, LOC 10",ANNÍBAL
1,Comerç al detall,1,Quotidià alimentari,1003000,Fruites i verdures,FRUITES I VERDURES,41.373507699,2.168627679,"086902, 127-127, LOC 10",NOU DE LA RAMBLA
1,Comerç al detall,1,Quotidià alimentari,1002000,Carn i Porc,XARCUTERIA LA NOVA PIRENAICA,41.374386269,2.167808264,"361009, 95-95, LOC 10",VILA I VILÀ
3,Altres,17,Altres,1700500,Activitats industrials,SN,41.374157822,2.156164795,"268309, 15-15, LOC 10",PTGE PRUNERA
2,Serveis,12,"Manteniment, neteja i producció",1200000,"Manteniment, neteja i similars",NOVO SERVEIS,41.374205122,2.158327997,"281806, 9-9, LOC 20",RICART
2,Serveis,16,Altres,1600600,Perruqueries,PERRUQUERIA D'HOMES ANGEL MANCEBO,41.373475495,2.164873928,"043400, 21-21, LOC 10",BLAI
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,LA FUNDACION TABLAO FLAMENCO,41.372354369,2.169730067,"052900, 35-37, LOC 20",CABANES
2,Serveis,16,Altres,1600102,Activitats emmagatzematge,BCN PROPS,41.372454003,2.172589302,"218606, 22-24, LOC 20",PG MONTJUÏC
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,EL RINCONCILLO MEDITERRÁNEO,41.373855908,2.164223492,"043400, 28-32, LOC 10",BLAI
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BILLY BRUNCH,41.373823704,2.164299935,"043400, 28-32, LOC 20",BLAI
2,Serveis,16,Altres,1611100,Serveis Socials,CASA DEL MAR BARCELONA,41.373606325,2.174033672,"005401, 1-13, LOC 10",ALBAREDA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,CASA DEL MAR RESTAURANT,41.373662683,2.173827142,"005401, 1-13, LOC 20",ALBAREDA
1,Comerç al detall,2,Quotidià no alimentari,2002000,Farmàcies PARAFARMÀCIA,FARMACIA VILA I VILÀ,41.373734136,2.170027792,"361009, 57B-57B, LOC 20",VILA I VILÀ
2,Serveis,16,Altres,1600600,Perruqueries,PELUQUERIA MARGA,41.373716021,2.170096189,"361009, 57B-57B, LOC 10",VILA I VILÀ
2,Serveis,16,Altres,1600102,Activitats emmagatzematge,DISPUNT PINTURAS COMPLEMENTS,41.373166533,2.162874341,"108007, 33-33, LOC 10",ELKANO
1,Comerç al detall,2,Quotidià no alimentari,2001000,Drogueria i perfumeria,DISPUNT DROGUERIES PERFUMERIES,41.373161501,2.162769735,"043207, 43-43, LOC 20",BLASCO DE GARAY
1,Comerç al detall,1,Quotidià alimentari,1005000,Ous i aus,POLLERIA Y HUEVERIA GUASCH,41.37237651,2.167458236,"086902, 155-155, LOC 50",NOU DE LA RAMBLA
1,Comerç al detall,1,Quotidià alimentari,1002000,Carn i Porc,CARNICERIA,41.372429849,2.167588323,"043502, 37-37, LOC 30",BLESA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,CAFETERIA PALMER,41.373439265,2.156492025,"316900, 1-1, LOC 20",PL SANTA MADRONA
3,Altres,17,Altres,1700500,Activitats industrials,SN,41.373593242,2.16717124,"130006, 24-24, LOC 40",FONTRODONA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400004,Bars especials amb actuació / Bars musicals / Discoteques /PUB,IOSIF,41.373345671,2.163538188,"195500, 27-27, LOC 10",MARGARIT
1,Comerç al detall,2,Quotidià no alimentari,2003000,"Herbolaris, dietètica i NUTRICIÓ",LA VERDITA,41.374175937,2.16176793,"094707, 8-8, LOC 10",CREU DELS MOLERS
2,Serveis,16,Altres,1600600,Perruqueries,PERRUQUERIA CLARA,41.374248396,2.16179207,"094707, 8-8, LOC 20",CREU DELS MOLERS
1,Comerç al detall,1,Quotidià alimentari,1006000,"Pa, pastisseria i làctics",GEA THE HEALTHY BAKERY,41.373522795,2.155043632,"234500, 57-57, LOC 10",OLIVERA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,RESTAURANTE CASA EL RINCON DE PEPE,41.374043095,2.168916017,"361009, 73-73, LOC 50",VILA I VILÀ
2,Serveis,16,Altres,1600700,Centres d'estètica,IRENE&CO,41.374378218,2.162505537,"043400, 57-57, LOC 20",BLAI
2,Serveis,9,Ensenyament,9000000,Ensenyament,HASSAAN FORMACIO EN TAXI,41.373026644,2.17080161,"204204, 16-16, LOC 20",MATA
3,Altres,17,Altres,1700600,Activitats de la construcció,LAMPISTERIA RADAS 10,41.373521789,2.160807699,"273400, 10-10, LOC 10",RADAS
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,LA TASCA DE BLAI,41.373297364,2.165677249,"043400, 12-12, LOC 10",BLAI
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,TACOS99,41.374788818,2.163463086,"198804, 99-99, LOC 10",AV PARAL·LEL
2,Serveis,13,Reparacions (Electrodomèstics i automòbils),1300000,Reparacions (Electrodomèstics i automòbils),ELCANO 2014 TAPISSERIA DE L'AUTOMOBIL,41.373689855,2.162974924,"043207, 27-27, LOC 10",BLASCO DE GARAY
1,Comerç al detall,1,Quotidià alimentari,1006000,"Pa, pastisseria i làctics",LA PERRA,41.373587204,2.157319486,"234500, 29-31, LOC 20",OLIVERA
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,A.I. COMMERCE S.L.,41.37178776,2.15872094,"271802, 6-6, LOC 10",PURÍSSIMA CONCEPCIÓ
1,Comerç al detall,3,Parament de la llar,3004000,Parament ferreteria,FERROKEY,41.37335976,2.162386179,"108007, 37-39, LOC 10",ELKANO
2,Serveis,16,Altres,1600600,Perruqueries,PERRUQUERIA SARWAR,41.373070925,2.167918235,"086902, 138-140, LOC 10",NOU DE LA RAMBLA
2,Serveis,16,Altres,1600600,Perruqueries,ALONE PERRUQUERIA,41.373163514,2.168014795,"086902, 138-140, LOC 30",NOU DE LA RAMBLA
2,Serveis,8,Activitats immobiliàries,8000000,Activitats immobiliàries,LA MEVA LLAR,41.372624085,2.167073339,"043502, 41-41, LOC 10",BLESA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BAR BODEGA FJ,41.371643843,2.162037492,"043207, 58-58, LOC 10",BLASCO DE GARAY
2,Serveis,15,Sanitat i assistència,1500000,Sanitat i assistència,SN,41.372344305,2.167809606,"043502, 35-35, LOC 10",BLESA
2,Serveis,16,Altres,1611100,Serveis Socials,TALLER ARTESÀ SERVEI OCUPACIONAL D'INSERCIO,41.374151783,2.164831012,"330504, 15-15, LOC 10",TAPIOLES
3,Altres,17,Altres,1700100,Administració,PARC DE BOMBERS DE MONTJUIC,41.371490868,2.173959911,"700025, 50-50, LOC 10",PG JOSEP CARNER
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,FUSIÓ ASIÀTICA,41.372377516,2.167731822,"043502, 37-37, LOC 10",BLESA
2,Serveis,16,Altres,1600102,Activitats emmagatzematge,SN,41.372627104,2.162567228,"043207, 57-57, LOC 10",BLASCO DE GARAY
2,Serveis,13,Reparacions (Electrodomèstics i automòbils),1300000,Reparacions (Electrodomèstics i automòbils),AUTOMOBILS F. ESPUÑES,41.371766626,2.167706341,"218606, 68-68, LOC 10",PG MONTJUÏC
1,Comerç al detall,1,Quotidià alimentari,1006000,"Pa, pastisseria i làctics",PASTELERIA AL ANDALUS,41.372719693,2.164751887,"261004, 61-63, LOC 10",POETA CABANYES
2,Serveis,16,Altres,1600600,Perruqueries,BARBERIA PATAN,41.373759295,2.164128274,"043400, 33-33, LOC 20",BLAI
1,Comerç al detall,7,Altres,7004020,Basars,BASAR & TODO A 100 BLAI 33,41.373727091,2.164222151,"043400, 33-33, LOC 10",BLAI
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,EL PATAN DEL POBLE SEC,41.373790493,2.16406256,"043400, 33-33, LOC 30",BLAI
2,Serveis,16,Altres,1600000,Pàrquings i garatges,PARKING POBLE ESPANYOL,41.367442464,2.146719332,"217002, 5-11, LOC 10",AV MONTANYANS
1,Comerç al detall,5,Oci i cultura,5001000,Joguines i esports,VALLÈS SPORTS RUGBY,41.370547847,2.160876095,"174103, 19-19, LOC 10",JULIÀ
2,Serveis,16,Altres,1600700,Centres d'estètica,N.8 TATTOO BARCELONA,41.374188013,2.174714953,"068106, 8-10, LOC 10",CARRERA
3,Altres,17,Altres,1700400,Equipaments religiosos,CONGREGACIÓ CRISTIANA A ESPANYA,41.372070562,2.157300711,"133605, 29-29, LOC 10",FRANÇA XICA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,OAKANDA,41.371462688,2.156107128,"178400, 51-51, LOC 10",LLEIDA
2,Serveis,9,Ensenyament,9000000,Ensenyament,INSTITUT OBERT DE CATALUNYA,41.374778754,2.168285698,"198804, 71-71, LOC 10",AV PARAL·LEL
3,Altres,17,Altres,1700500,Activitats industrials,UVEDOBLE ART STUDIO,41.373025638,2.148268372,"207304, 9-9, LOC 70",MÈXIC
2,Serveis,9,Ensenyament,9000000,Ensenyament,INSTITUT DEL TEATRE,41.371683093,2.157249749,"700685, 6-8, LOC 10",PL MARGARIDA XIRGU
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400100,serveis d'allotjament,SN,41.372195357,2.168646455,"175809, 31-31, LOC 10",LAFONT
2,Serveis,16,Altres,1600700,Centres d'estètica,LA PELU DEL SORTIDOR,41.372510362,2.162773758,"043309, 17-17, LOC 10",PL SORTIDOR
1,Comerç al detall,5,Oci i cultura,5000000,Informàtica,NAVAS MÒBILS,41.374015923,2.159431726,"226309, 5-5, LOC 10",PL LAS NAVAS
3,Altres,17,Altres,1700100,Administració,INSTITUT CARTOGRÀFIC I GEOLÒGIC DE CATALUNYA,41.370083879,2.15570882,"316809, 45-51, LOC 10",PG SANTA MADRONA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400005,Xocolateries / Geladeries / Degustació,TROPICANA,41.374249402,2.163189501,"043400, 48-48, LOC 10",BLAI
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,TAPAS PINCHOS BLAI,41.37422223,2.163263261,"043400, 48-48, LOC 20",BLAI
2,Serveis,16,Altres,1600102,Activitats emmagatzematge,VINS PONS,41.374137694,2.170463651,"052900, 12-14, LOC 10",CABANES
3,Altres,17,Altres,1700500,Activitats industrials,MAKERS ZONE BCN,41.372909902,2.157550156,"230703, 25-25, LOC 20",MARE DE DÉU DEL REMEI
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,MAKERS ZONE BCN,41.372732776,2.157484442,"281806, 36-38, LOC 10",RICART
3,Altres,17,Altres,1700200,Associacions,FUNDACIÓ HOSPITALITAT,41.371635792,2.16805771,"218606, 64-64, LOC 10",PG MONTJUÏC
1,Comerç al detall,3,Parament de la llar,3001000,Floristeries,BOTÀNIC,41.374798881,2.161089331,"198804, 115-115, LOC 20",AV PARAL·LEL
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,BONAREA,41.373643561,2.164766639,"043400, 24-24, LOC 10",BLAI
1,Comerç al detall,1,Quotidià alimentari,1002000,Carn i Porc,POLLASTRERIA CANSALADERIA ROSA MARI,41.373569089,2.168257535,"257700, 46-46, LOC 20",PIQUER
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400003,Serveis de menjar take away MENJAR RÀPID,A LA TURCA,41.373690861,2.16882214,"086902, 123-123, LOC 20",NOU DE LA RAMBLA
2,Serveis,9,Ensenyament,9000000,Ensenyament,CENTRE D'ESTUDIS S. FRANCESC XAVIER,41.372542567,2.158050388,"043706, 26-28, LOC 10",BÒBILA
3,Altres,17,Altres,1700500,Activitats industrials,SN,41.374538232,2.162439823,"043400, 66-66, LOC 20",BLAI
2,Serveis,16,Altres,1600102,Activitats emmagatzematge,FRUITES I VERDURES HABIB,41.37455534,2.162384838,"043400, 66-66, LOC 10",BLAI
2,Serveis,15,Sanitat i assistència,1500000,Sanitat i assistència,ANA MARIA MASSATGE ESTÈTICA,41.372902858,2.156136632,"230703, 47-47, LOC 20",MARE DE DÉU DEL REMEI
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,TAITU,41.372661322,2.167753279,"086902, 149-149, LOC 30",NOU DE LA RAMBLA
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,PANABE,41.372658303,2.172921896,"270800, 44-46, LOC 20",PUIG I XORIGUER
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BAR DIVINS,41.373996801,2.160145193,"108007, 63-63, LOC 10",ELKANO
2,Serveis,13,Reparacions (Electrodomèstics i automòbils),1300000,Reparacions (Electrodomèstics i automòbils),TALLERES HERPA ELECTRICIDAD Y MECANICA DEL AUTOMOVIL,41.373947488,2.170363069,"052900, 18-20, LOC 10",CABANES
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400004,Bars especials amb actuació / Bars musicals / Discoteques /PUB,BAR TINTA ROJA,41.374173924,2.161924839,"094707, 17-17, LOC 10",CREU DELS MOLERS
1,Comerç al detall,1,Quotidià alimentari,1003000,Fruites i verdures,ABBA FRUITA I VERDURA,41.374563391,2.159233242,"334301, 1-1, LOC 20",TEODOR BONAPLATA
